PLAYER,TEAM,POSITION,CLUSTER,PC1,PC2,PC3,PC4,PC5,PC6
Wesley Johnson,WAS,F-G,4,-0.18562183606492097,-1.7752619134820684,0.20244338368626413,1.412341783973665,-1.4750243280710902,0.4887423027206332
Jaylen Adams,ATL,G,6,-0.7749281683782961,-1.3693989380351637,-1.094965397943788,0.6638498156374191,-0.2813339718528715,0.6559167672326786
Tyson Chandler,LAL,C,2,1.831285994316656,-1.1329658188552454,-1.5445882588469193,-1.5903435567850497,0.8945090419756029,0.26847037705282506
Dante Cunningham,SAS,F,4,0.057657566353164935,-1.2999073018047445,0.5002472331429257,0.10702931253957611,-0.627122910184896,-0.5048767898888389
Gary Clark,HOU,F,4,0.22989444236315373,-1.82984839762583,0.5884965438987568,1.036273463560113,-1.130695255532864,-0.5171566739434026
Dairis Bertans,NOP,G,5,-1.0428996284898888,-1.9791527683883001,0.2618866715112403,2.0457318120695387,-0.5702712342564962,2.396223251458768
Patrick McCaw,TOR,G,4,-0.32013463411041876,-1.5459667634740966,-0.9305224900491379,-0.7416595037852114,-0.7398987204079646,-0.8542568723317894
Ryan Anderson,MIA,F,6,0.0866792493637401,-1.983549510704334,-1.2391000729942119,1.9439727493760321,-1.0143066504896048,0.565254108398788
Jose Calderon,DET,G,6,-0.7343692642433118,-1.2960808831549024,-1.8117735718531853,1.5832881887501844,0.8982195882209298,0.43064684523687397
Julian Washburn,MEM,F-G,4,-0.22117130711906258,-1.740870946066703,-0.6668024521123996,0.3948103052125806,-0.7746482230129493,-0.33991348904897273
Quincy Acy,PHX,F,6,0.6892190528690298,-1.8386019854779712,-1.659460646147154,1.1608811434111153,0.16298466023079708,3.230467202177361
